facility_name,facility_id,state,measure_name,number_of_discharges,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date,condition_name,risk_tier,deviation_from_national,penalty_flag,state_avg_ratio,hospital_rank_in_state,deviation_from_state_avg,estimated_penalty_cost
Athens Limestone Hospital,10079,AL,READM-30-COPD-HRRP,104.0,1.0154,17.2155,16.9544,19.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0154,True,0.996,14,0.0194,1539.18
Baldwin Health,10083,AL,READM-30-HF-HRRP,270.0,1.0208,19.4535,19.058,54.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0208,True,1.0086,21,0.0122,2078.89
Baldwin Health,10083,AL,READM-30-HIP-KNEE-HRRP,,1.2704,6.189,4.8716,,2021-07-01,2024-06-30,Hip/Knee Replacement,HIGH,0.2704,True,1.0391,5,0.2313,27025.62
Baldwin Health,10083,AL,READM-30-COPD-HRRP,107.0,0.9522,15.4148,16.1882,13.0,2021-07-01,2024-06-30,COPD,LOW,-0.0478,False,0.996,40,-0.0438,0.0
Baldwin Health,10083,AL,READM-30-PN-HRRP,257.0,1.0109,14.8978,14.7365,39.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0109,True,1.0032,26,0.0077,1089.42
Baldwin Health,10083,AL,READM-30-AMI-HRRP,108.0,0.974,11.3856,11.6899,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.026,False,1.0292,23,-0.0552,0.0
Decatur Morgan Hospital - Decatur Campus,10085,AL,READM-30-HIP-KNEE-HRRP,,0.9781,6.39,6.5333,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0219,False,1.0391,18,-0.061,0.0
Decatur Morgan Hospital - Decatur Campus,10085,AL,READM-30-HF-HRRP,351.0,0.9357,18.1688,19.4183,59.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0643,False,1.0086,51,-0.0729,0.0
Decatur Morgan Hospital - Decatur Campus,10085,AL,READM-30-PN-HRRP,447.0,0.9537,14.5714,15.2795,62.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0463,False,1.0032,52,-0.0495,0.0
Decatur Morgan Hospital - Decatur Campus,10085,AL,READM-30-COPD-HRRP,118.0,0.9852,15.3062,15.5361,17.0,2021-07-01,2024-06-30,COPD,LOW,-0.0148,False,0.996,26,-0.0108,0.0
Decatur Morgan Hospital - Decatur Campus,10085,AL,READM-30-AMI-HRRP,,0.9739,14.9565,15.3571,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0261,False,1.0292,24,-0.0553,0.0
Northwest Medical Center,10086,AL,READM-30-PN-HRRP,,0.9155,13.6151,14.8717,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0845,False,1.0032,61,-0.0877,0.0
Northwest Medical Center,10086,AL,READM-30-HF-HRRP,,1.0125,19.7087,19.4654,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0125,True,1.0086,27,0.0039,1249.34
Northwest Medical Center,10086,AL,READM-30-COPD-HRRP,,0.9161,17.9576,19.6032,,2021-07-01,2024-06-30,COPD,LOW,-0.0839,False,0.996,47,-0.0799,0.0
Usa Health University Hospital,10087,AL,READM-30-HF-HRRP,55.0,1.0179,19.5004,19.1582,12.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0179,True,1.0086,26,0.0093,1789.05
Usa Health University Hospital,10087,AL,READM-30-AMI-HRRP,,0.9866,13.6703,13.8566,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0134,False,1.0292,21,-0.0426,0.0
Usa Health University Hospital,10087,AL,READM-30-PN-HRRP,,0.9704,16.1261,16.6179,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0296,False,1.0032,47,-0.0328,0.0
Walker Baptist Medical Center,10089,AL,READM-30-COPD-HRRP,92.0,1.0294,17.2788,16.7853,18.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0294,True,0.996,10,0.0334,2938.44
Walker Baptist Medical Center,10089,AL,READM-30-PN-HRRP,161.0,0.9647,15.1438,15.6985,22.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0353,False,1.0032,49,-0.0385,0.0
Walker Baptist Medical Center,10089,AL,READM-30-HF-HRRP,150.0,1.02,19.0566,18.6834,30.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.02,True,1.0086,24,0.0114,1998.94
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-CABG-HRRP,,1.0202,10.4751,10.2678,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0202,True,1.0447,11,-0.0245,2018.93
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-AMI-HRRP,104.0,1.1374,13.972,12.2844,21.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1374,True,1.0292,3,0.1082,13732.7
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-COPD-HRRP,,0.9477,15.5823,16.4415,,2021-07-01,2024-06-30,COPD,LOW,-0.0523,False,0.996,41,-0.0483,0.0
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-HIP-KNEE-HRRP,,0.8727,4.4864,5.1409,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1273,False,1.0391,27,-0.1664,0.0
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-PN-HRRP,221.0,1.1208,16.4961,14.7188,44.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1208,True,1.0032,2,0.1176,12073.58
"Usa Health Hca Providence Hospital, Llc",10090,AL,READM-30-HF-HRRP,290.0,0.9943,18.7619,18.869,54.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0057,False,1.0086,35,-0.0143,0.0
Dch Regional Medical Center,10092,AL,READM-30-PN-HRRP,584.0,1.066,16.3941,15.3797,100.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.066,True,1.0032,11,0.0628,6596.49
Dch Regional Medical Center,10092,AL,READM-30-HF-HRRP,604.0,1.0331,19.315,18.6969,119.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0331,True,1.0086,16,0.0245,3308.24
Dch Regional Medical Center,10092,AL,READM-30-COPD-HRRP,270.0,1.1728,21.7994,18.5871,71.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.1728,True,0.996,1,0.1768,17270.81
Dch Regional Medical Center,10092,AL,READM-30-AMI-HRRP,143.0,1.05,12.9555,12.3382,21.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.05,True,1.0292,11,0.0208,4997.34
Elmore Community Hospital,10097,AL,READM-30-PN-HRRP,,1.0135,14.2264,14.0373,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0135,True,1.0032,25,0.0103,1349.28
D W Mcmillan Memorial Hospital,10099,AL,READM-30-PN-HRRP,,0.976,12.8734,13.1904,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.024,False,1.0032,43,-0.0272,0.0
D W Mcmillan Memorial Hospital,10099,AL,READM-30-HF-HRRP,,1.0201,18.9299,18.5561,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0201,True,1.0086,23,0.0115,2008.93
Thomas Hospital,10100,AL,READM-30-HIP-KNEE-HRRP,,0.8285,4.517,5.4521,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1715,False,1.0391,29,-0.2106,0.0
Thomas Hospital,10100,AL,READM-30-PN-HRRP,365.0,1.071,15.4713,14.4454,61.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.071,True,1.0032,10,0.0678,7096.23
Thomas Hospital,10100,AL,READM-30-HF-HRRP,342.0,1.0637,20.3273,19.1099,74.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0637,True,1.0086,6,0.0551,6366.61
Thomas Hospital,10100,AL,READM-30-AMI-HRRP,134.0,0.9601,11.1955,11.6605,13.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0399,False,1.0292,27,-0.0691,0.0
Thomas Hospital,10100,AL,READM-30-CABG-HRRP,191.0,1.0243,11.191,10.9258,22.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0243,True,1.0447,10,-0.0204,2428.71
Thomas Hospital,10100,AL,READM-30-COPD-HRRP,86.0,1.0706,19.6305,18.3367,22.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0706,True,0.996,4,0.0746,7056.25
Citizens Baptist Medical Center,10101,AL,READM-30-PN-HRRP,50.0,1.1161,18.9243,16.9559,17.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1161,True,1.0032,4,0.1129,11603.83
Citizens Baptist Medical Center,10101,AL,READM-30-HF-HRRP,,0.9837,19.9839,20.3144,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0163,False,1.0086,41,-0.0249,0.0
Princeton Baptist Medical Center,10103,AL,READM-30-HIP-KNEE-HRRP,,0.9279,5.5057,5.9334,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0721,False,1.0391,24,-0.1112,0.0
Princeton Baptist Medical Center,10103,AL,READM-30-PN-HRRP,106.0,0.9713,16.9758,17.4766,16.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0287,False,1.0032,46,-0.0319,0.0
Princeton Baptist Medical Center,10103,AL,READM-30-HF-HRRP,232.0,0.8933,17.7009,19.8152,33.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1067,False,1.0086,54,-0.1153,0.0
Princeton Baptist Medical Center,10103,AL,READM-30-COPD-HRRP,,0.9661,17.8746,18.5022,,2021-07-01,2024-06-30,COPD,LOW,-0.0339,False,0.996,36,-0.0299,0.0
Princeton Baptist Medical Center,10103,AL,READM-30-CABG-HRRP,,1.0571,10.7371,10.1573,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0571,True,1.0447,9,0.0124,5706.96
Princeton Baptist Medical Center,10103,AL,READM-30-AMI-HRRP,129.0,1.0841,15.3506,14.1595,24.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0841,True,1.0292,7,0.0549,8405.53
Grandview Medical Center,10104,AL,READM-30-PN-HRRP,422.0,0.9192,14.3502,15.6124,55.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0808,False,1.0032,60,-0.084,0.0
Grandview Medical Center,10104,AL,READM-30-HIP-KNEE-HRRP,305.0,0.963,4.4023,4.5716,13.0,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.037,False,1.0391,20,-0.0761,0.0
Grandview Medical Center,10104,AL,READM-30-COPD-HRRP,143.0,0.9375,16.5332,17.6345,19.0,2021-07-01,2024-06-30,COPD,LOW,-0.0625,False,0.996,43,-0.0585,0.0
Grandview Medical Center,10104,AL,READM-30-HF-HRRP,621.0,1.0113,20.3192,20.0927,127.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0113,True,1.0086,28,0.0027,1129.4
Grandview Medical Center,10104,AL,READM-30-CABG-HRRP,121.0,1.1539,12.6147,10.9322,19.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.1539,True,1.0447,3,0.1092,15381.82
Grandview Medical Center,10104,AL,READM-30-AMI-HRRP,190.0,1.1078,15.1086,13.6381,34.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1078,True,1.0292,5,0.0786,10774.27
Prattville Baptist Hospital,10108,AL,READM-30-HF-HRRP,140.0,1.0447,19.887,19.0366,31.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0447,True,1.0086,10,0.0361,4467.62
Prattville Baptist Hospital,10108,AL,READM-30-COPD-HRRP,99.0,0.9761,17.9704,18.4109,16.0,2021-07-01,2024-06-30,COPD,LOW,-0.0239,False,0.996,30,-0.0199,0.0
Prattville Baptist Hospital,10108,AL,READM-30-PN-HRRP,165.0,0.9958,15.3223,15.3876,25.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0042,False,1.0032,35,-0.0074,0.0
Whitfield Regional Hospital,10112,AL,READM-30-PN-HRRP,,0.9399,16.5116,17.5669,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0601,False,1.0032,55,-0.0633,0.0
Whitfield Regional Hospital,10112,AL,READM-30-HF-HRRP,51.0,1.0366,20.3663,19.6465,13.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0366,True,1.0086,15,0.028,3658.05
Mobile Infirmary Medical Center,10113,AL,READM-30-HIP-KNEE-HRRP,,0.9374,4.4668,4.765,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0626,False,1.0391,22,-0.1017,0.0
Mobile Infirmary Medical Center,10113,AL,READM-30-CABG-HRRP,,0.992,10.5179,10.6024,,2021-07-01,2024-06-30,CABG,LOW,-0.008,False,1.0447,13,-0.0527,0.0
Mobile Infirmary Medical Center,10113,AL,READM-30-PN-HRRP,394.0,0.9421,14.9712,15.8921,55.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0579,False,1.0032,54,-0.0611,0.0
Mobile Infirmary Medical Center,10113,AL,READM-30-HF-HRRP,384.0,1.0838,21.8907,20.198,90.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0838,True,1.0086,5,0.0752,8375.54
Mobile Infirmary Medical Center,10113,AL,READM-30-COPD-HRRP,152.0,1.096,21.1142,19.2645,39.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.096,True,0.996,2,0.1,9594.9
Mobile Infirmary Medical Center,10113,AL,READM-30-AMI-HRRP,126.0,1.028,13.9653,13.585,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.028,True,1.0292,13,-0.0012,2798.51
"Medical West, An Affiliate Of Uab Health System",10114,AL,READM-30-PN-HRRP,170.0,0.9735,15.1678,15.5807,24.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0265,False,1.0032,45,-0.0297,0.0
"Medical West, An Affiliate Of Uab Health System",10114,AL,READM-30-HF-HRRP,91.0,0.992,20.4295,20.5938,18.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.008,False,1.0086,38,-0.0166,0.0
"Medical West, An Affiliate Of Uab Health System",10114,AL,READM-30-COPD-HRRP,,0.9245,17.6248,19.0636,,2021-07-01,2024-06-30,COPD,LOW,-0.0755,False,0.996,45,-0.0715,0.0
Vaughan Regional Medical Center Parkway Campus,10118,AL,READM-30-COPD-HRRP,,1.005,15.6829,15.6043,,2021-07-01,2024-06-30,COPD,MEDIUM,0.005,True,0.996,17,0.009,499.73
Vaughan Regional Medical Center Parkway Campus,10118,AL,READM-30-PN-HRRP,95.0,1.0838,17.4446,16.0952,22.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0838,True,1.0032,8,0.0806,8375.54
Vaughan Regional Medical Center Parkway Campus,10118,AL,READM-30-HF-HRRP,,0.9285,17.3805,18.7193,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0715,False,1.0086,52,-0.0801,0.0
Monroe County Hospital,10120,AL,READM-30-HF-HRRP,,1.0209,16.3442,16.0103,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0209,True,1.0086,20,0.0123,2088.89
Monroe County Hospital,10120,AL,READM-30-PN-HRRP,,1.0336,12.5379,12.1304,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0336,True,1.0032,17,0.0304,3358.21
Lakeland Community Hospital,10125,AL,READM-30-PN-HRRP,198.0,0.9675,12.1706,12.5795,22.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0325,False,1.0032,48,-0.0357,0.0
Lakeland Community Hospital,10125,AL,READM-30-COPD-HRRP,86.0,0.9824,15.429,15.7052,12.0,2021-07-01,2024-06-30,COPD,LOW,-0.0176,False,0.996,28,-0.0136,0.0
Lakeland Community Hospital,10125,AL,READM-30-HF-HRRP,,1.0081,14.9945,14.8739,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0081,True,1.0086,30,-0.0005,809.57
Troy Regional Medical Center,10126,AL,READM-30-HF-HRRP,,1.0398,17.0072,16.356,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0398,True,1.0086,12,0.0312,3977.88
Troy Regional Medical Center,10126,AL,READM-30-PN-HRRP,,0.9912,12.8636,12.9773,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0088,False,1.0032,37,-0.012,0.0
Jackson Medical Center,10128,AL,READM-30-COPD-HRRP,,0.9666,12.3246,12.75,,2021-07-01,2024-06-30,COPD,LOW,-0.0334,False,0.996,35,-0.0294,0.0
North Baldwin Infirmary,10129,AL,READM-30-PN-HRRP,,1.0317,15.4522,14.9774,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0317,True,1.0032,18,0.0285,3168.31
North Baldwin Infirmary,10129,AL,READM-30-HF-HRRP,,0.9843,18.9328,19.235,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0157,False,1.0086,40,-0.0243,0.0
St Vincent'S St Clair,10130,AL,READM-30-PN-HRRP,121.0,1.0352,14.6532,14.1547,20.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0352,True,1.0032,15,0.032,3518.13
St Vincent'S St Clair,10130,AL,READM-30-HF-HRRP,53.0,1.0602,18.614,17.5569,14.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0602,True,1.0086,8,0.0516,6016.8
St Vincent'S St Clair,10130,AL,READM-30-COPD-HRRP,,0.969,15.2111,15.6972,,2021-07-01,2024-06-30,COPD,LOW,-0.031,False,0.996,32,-0.027,0.0
Crestwood Medical Center,10131,AL,READM-30-COPD-HRRP,110.0,0.9929,14.9993,15.1066,16.0,2021-07-01,2024-06-30,COPD,LOW,-0.0071,False,0.996,22,-0.0031,0.0
Crestwood Medical Center,10131,AL,READM-30-HIP-KNEE-HRRP,,0.913,5.2731,5.7753,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.087,False,1.0391,25,-0.1261,0.0
Crestwood Medical Center,10131,AL,READM-30-PN-HRRP,362.0,1.0923,15.7908,14.4561,63.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0923,True,1.0032,6,0.0891,9225.09
Crestwood Medical Center,10131,AL,READM-30-HF-HRRP,255.0,1.0878,20.7261,19.0534,59.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0878,True,1.0086,3,0.0792,8775.33
Crestwood Medical Center,10131,AL,READM-30-AMI-HRRP,123.0,1.1265,15.3487,13.6249,25.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1265,True,1.0292,4,0.0973,12643.27
Brookwood Baptist Medical Center,10139,AL,READM-30-PN-HRRP,172.0,0.9254,14.0022,15.1304,19.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0746,False,1.0032,58,-0.0778,0.0
Brookwood Baptist Medical Center,10139,AL,READM-30-HF-HRRP,138.0,1.0023,19.4458,19.4015,27.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0023,True,1.0086,32,-0.0063,229.88
Brookwood Baptist Medical Center,10139,AL,READM-30-COPD-HRRP,,0.9683,15.638,16.1496,,2021-07-01,2024-06-30,COPD,LOW,-0.0317,False,0.996,34,-0.0277,0.0
Brookwood Baptist Medical Center,10139,AL,READM-30-CABG-HRRP,,0.9206,11.2032,12.17,,2021-07-01,2024-06-30,CABG,LOW,-0.0794,False,1.0447,18,-0.1241,0.0
Brookwood Baptist Medical Center,10139,AL,READM-30-AMI-HRRP,,0.9717,13.238,13.6238,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0283,False,1.0292,25,-0.0575,0.0
Springhill Medical Center,10144,AL,READM-30-PN-HRRP,211.0,0.9833,15.7052,15.9727,32.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0167,False,1.0032,39,-0.0199,0.0
Springhill Medical Center,10144,AL,READM-30-CABG-HRRP,,0.9906,11.1469,11.2529,,2021-07-01,2024-06-30,CABG,LOW,-0.0094,False,1.0447,14,-0.0541,0.0
Springhill Medical Center,10144,AL,READM-30-HF-HRRP,233.0,1.0267,20.6312,20.0939,50.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0267,True,1.0086,18,0.0181,2668.58
Springhill Medical Center,10144,AL,READM-30-COPD-HRRP,73.0,1.0659,17.0108,15.9587,17.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0659,True,0.996,5,0.0699,6586.5
Springhill Medical Center,10144,AL,READM-30-HIP-KNEE-HRRP,,0.9959,4.6513,4.6706,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0041,False,1.0391,16,-0.0432,0.0
Springhill Medical Center,10144,AL,READM-30-AMI-HRRP,,1.0069,13.1186,13.0293,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0069,True,1.0292,20,-0.0223,689.63
Evergreen Medical Center,10148,AL,READM-30-PN-HRRP,80.0,1.0231,11.9557,11.6855,11.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0231,True,1.0032,21,0.0199,2308.77
Evergreen Medical Center,10148,AL,READM-30-HF-HRRP,,0.9834,14.0295,14.2661,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0166,False,1.0086,42,-0.0252,0.0
Evergreen Medical Center,10148,AL,READM-30-COPD-HRRP,,0.9718,12.5915,12.9574,,2021-07-01,2024-06-30,COPD,LOW,-0.0282,False,0.996,31,-0.0242,0.0
Baptist Medical Center East,10149,AL,READM-30-COPD-HRRP,81.0,0.9918,18.0305,18.1792,14.0,2021-07-01,2024-06-30,COPD,LOW,-0.0082,False,0.996,24,-0.0042,0.0
Baptist Medical Center East,10149,AL,READM-30-PN-HRRP,242.0,1.04,15.456,14.8609,40.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.04,True,1.0032,13,0.0368,3997.87
Baptist Medical Center East,10149,AL,READM-30-HF-HRRP,269.0,1.1038,21.4628,19.4438,65.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.1038,True,1.0086,2,0.0952,10374.48
Baptist Medical Center East,10149,AL,READM-30-AMI-HRRP,,1.0127,12.4984,12.3421,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0127,True,1.0292,17,-0.0165,1269.32
Russellville Hospital,10158,AL,READM-30-HIP-KNEE-HRRP,,1.2754,7.913,6.2042,,2021-07-01,2024-06-30,Hip/Knee Replacement,HIGH,0.2754,True,1.0391,4,0.2363,27525.36
Russellville Hospital,10158,AL,READM-30-COPD-HRRP,,0.9954,18.142,18.226,,2021-07-01,2024-06-30,COPD,LOW,-0.0046,False,0.996,20,-0.0006,0.0
Russellville Hospital,10158,AL,READM-30-PN-HRRP,92.0,1.0278,14.3681,13.9797,15.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0278,True,1.0032,20,0.0246,2778.52
Coosa Valley Medical Center,10164,AL,READM-30-HF-HRRP,76.0,1.0182,16.7733,16.474,14.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0182,True,1.0086,25,0.0096,1819.03
Coosa Valley Medical Center,10164,AL,READM-30-COPD-HRRP,,0.9845,14.1904,14.4139,,2021-07-01,2024-06-30,COPD,LOW,-0.0155,False,0.996,27,-0.0115,0.0
Coosa Valley Medical Center,10164,AL,READM-30-PN-HRRP,104.0,1.1292,16.3326,14.4636,25.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1292,True,1.0032,1,0.126,12913.13
Jack Hughston Memorial Hospital,10168,AL,READM-30-HIP-KNEE-HRRP,,1.0187,4.7519,4.6647,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0187,True,1.0391,15,-0.0204,1869.01
Atmore Community Hospital,10169,AL,READM-30-HF-HRRP,,1.038,17.7477,17.0981,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.038,True,1.0086,13,0.0294,3797.98
St Vincent'S Chilton,10173,AL,READM-30-PN-HRRP,,0.9608,11.219,11.6762,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0392,False,1.0032,51,-0.0424,0.0
Providence Alaska Medical Center,20001,AK,READM-30-CABG-HRRP,183.0,0.9377,9.0915,9.6957,15.0,2021-07-01,2024-06-30,CABG,LOW,-0.0623,False,1.0097,2,-0.072,0.0
Providence Alaska Medical Center,20001,AK,READM-30-PN-HRRP,276.0,0.9801,14.2429,14.5316,38.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0199,False,0.9768,4,0.0033,0.0
Providence Alaska Medical Center,20001,AK,READM-30-AMI-HRRP,406.0,0.8683,10.0745,11.6019,34.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.1317,False,0.9758,5,-0.1075,0.0
Providence Alaska Medical Center,20001,AK,READM-30-COPD-HRRP,142.0,0.9306,17.1378,18.4152,19.0,2021-07-01,2024-06-30,COPD,LOW,-0.0694,False,0.9987,6,-0.0681,0.0
Providence Alaska Medical Center,20001,AK,READM-30-HF-HRRP,473.0,0.9086,17.2975,19.0372,75.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0914,False,1.014,7,-0.1054,0.0
Providence Alaska Medical Center,20001,AK,READM-30-HIP-KNEE-HRRP,,0.9344,5.2156,5.5815,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0656,False,0.9534,4,-0.019,0.0
Mat-Su Regional Medical Center,20006,AK,READM-30-PN-HRRP,307.0,0.9419,15.9741,16.9589,45.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0581,False,0.9768,7,-0.0349,0.0
Mat-Su Regional Medical Center,20006,AK,READM-30-HIP-KNEE-HRRP,,1.0287,6.6738,6.4876,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0287,True,0.9534,3,0.0753,2868.47
Mat-Su Regional Medical Center,20006,AK,READM-30-COPD-HRRP,116.0,0.9014,15.994,17.7433,11.0,2021-07-01,2024-06-30,COPD,LOW,-0.0986,False,0.9987,7,-0.0973,0.0
Mat-Su Regional Medical Center,20006,AK,READM-30-AMI-HRRP,167.0,1.0635,14.2744,13.422,27.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0635,True,0.9758,1,0.0877,6346.62
Mat-Su Regional Medical Center,20006,AK,READM-30-HF-HRRP,258.0,0.9312,19.0712,20.48,44.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0688,False,1.014,6,-0.0828,0.0
Bartlett Regional Hospital,20008,AK,READM-30-PN-HRRP,,0.9563,12.1865,12.7435,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0437,False,0.9768,6,-0.0205,0.0
Bartlett Regional Hospital,20008,AK,READM-30-COPD-HRRP,51.0,1.0332,16.9642,16.4194,11.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0332,True,0.9987,3,0.0345,3318.23
Bartlett Regional Hospital,20008,AK,READM-30-HF-HRRP,68.0,1.0125,16.3844,16.1823,12.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0125,True,1.014,4,-0.0015,1249.34
Fairbanks Memorial Hospital,20012,AK,READM-30-PN-HRRP,154.0,0.9813,13.1256,13.3764,19.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0187,False,0.9768,3,0.0045,0.0
Fairbanks Memorial Hospital,20012,AK,READM-30-HF-HRRP,144.0,0.8938,15.865,17.7491,15.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1062,False,1.014,8,-0.1202,0.0
Fairbanks Memorial Hospital,20012,AK,READM-30-AMI-HRRP,,1.0156,11.1351,10.9636,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0156,True,0.9758,2,0.0398,1559.17
Fairbanks Memorial Hospital,20012,AK,READM-30-COPD-HRRP,,0.9383,12.9937,13.8484,,2021-07-01,2024-06-30,COPD,LOW,-0.0617,False,0.9987,5,-0.0604,0.0
